text,label
Stupid 3 year project! feels like you've conquered something then you realised it's only 1 year down ,negative
@williamfarrall heyy hows it going ill fix your twitter afterrr    ily,positive
"@nashmeg Love you nashmeg, missing you lotsh  Have fun tonight =D Sitting on top of my castle; CRUMPET TIME! xxxx",negative
I don't know wtf I am supposed to do on here ,positive
"@Travelogged unfortunately it's the same with tour agencies, which is where we come in, giving you local prices at an international level ",positive
@victoriaellis I find that almost un iversally true ,negative
Just bought &quot;Inside Steve's Mind&quot; on Pustak for a steal. Long time since I bought a book for myself. ,positive
@OhSoVicki_x i know what you mean ,negative
iï¿½m happy maybe i found the one i always search but he did not write me now!!  had he forgotten me?,negative
I love people that BANG ON THE FUCKING WINDOW AT 9:59 AM and scream Russian at me!!! Why couldn't  Hitler win? ,negative
@exsecror jQuery is dump. Prototype ftw! ,positive
I look so collegiate  ERAU comfy sweats and an 'I'd rather be flying' shirt...hello monday clothes ,positive
@mikeyway i used to have a basset hound. she was the best dog ever. ,negative
@stringeilcuore You got me sick  lol jk,negative
Trying really hard to find something by Audrey Kawasaki or James Jean that I can actually afford.. failing miserably ,negative
hi everyone!  i'm going to make a video later on. :p a vlog video! &lt;3,positive
@Diadoll I don't matter  after all that stalking,negative
doinng science revision  woopee ,negative
Look at the purr-d flower.  http://twitpic.com/3jx21,positive
@laurelexmachina I caaaaaant. Gotta paint! ,negative
off again...can't seem to get any homework done..may need an extension ,negative
@tina_angel hey wb! sis! ,positive
here ; going to church ; then to my aunts for a birthday party ; then probably back on here ,positive
@chrisfromcanada We're moving in the summer so kids can finish the schoolyear. I'm excited but our teenager doesn't want to leave Toronto ,negative
"@AcheronHades - B)(cont.) ...of the story, not just a do-over of the entire thing from the beginning. Still, was very good though! ",positive
"@stark YOU don't follow me, either  and i work for you!",negative
@Iconic88 You're most welcome. ,positive
how come no 1 ever answers on twitter? ,negative
@banerji1 Actually ive been off work for 2 hours  thanks though!,positive
"@BillCorbett Sorry for the delayed reply. But u say you have a 'humdinger of a cold' eh? Well, I certainly hope you get well soon. ",positive
haha ryan i am drinking apple juice ,positive
Michigan who?  I don't know them.                   *sigh*   Shameful!,negative
Taking a break at work.... I really want a ciggarette.... On day 4 of no smoking... ,negative
@dukealum YOu have never taken me out to DQ when I was in town ,negative
http://twitpic.com/3nda0 - what. a. cute face! jaredlicious here ,positive
My gucci ;) my new baby  http://tinyurl.com/c96257,positive
iï¿½m back from ecounter with my best freind laura ... it was really awesome ... miss you by now!!! ,negative
I am crushing hard on my sexy sexy puerto rican oh and i am talk on the phone to joy ,positive
Week 2 of the fitness challenge and I'm starting off strong.  Just submitted my stats for the night and it ain't bad ,positive
@tiaralynn Emo after argument with dad ,negative
@alan678 socalevo is down tonight ,negative
is waiting for Marco to go have breakfast!!! // j'attends Marco pour aller dï¿½jeuner!!! ,positive
@kerrybeck Thanks  I'm glad you enjoyed it!,positive
Backed the car over 2 bags of recycleables and had to then clean up the mess in the freezing rain and off to a bad start ,negative
@TaylaMcCloud T hasn't replied ,negative
is working at planet smoothie all day...wishing I was at home planting flowers ,negative
@djcrystalellis kiiled it!! The dudes at the rope when let me show the love! ,negative
@dereksemmler What have you been up to?   I don't see your smiling avatar often enough anymore ,negative
@LouYoungNY Wd luv to come out to Citifield evnt and say hi but stuck at work today   Have fun! Yul prob meet many Twit followers today!,negative
@Loliver2yaCom well we love our incest ;D haha jk. IT IS HAPPENING! ,positive
Sunrise is in 1 &amp; 1/2 why am I still up ,negative
is stressed about monies ,negative
Alright Fellow Tweeters! gonna call it a night  just want to say i appreciate all of you and i am grateful for all y'all  Night,positive
Morning! Have a blessed Monday folks!!  let your light shine!,positive
@streetcredceo LOL Really Chuck?! PROM though?! ahahaha. thats sweet though have fun ,positive
is back at work boooo for me ,negative
Sad she's gone ,negative
"@murphysblues indeed everything you say, say 'wit soul' ",positive
Games have been moved. 3 hour delay. Grrr. Have to wait till like 1:30 to play. Instead of 10:30 ,negative
Playing Kingdom hearts ,positive
2nd and 3rd  http://twitpic.com/2y8lk,positive
wants to know where her Edward is...  ,negative
"goodmorning, preparing for conference call with the goal to come up with improvement points for internal cooperation.... come to me ideas ",positive
@AAliFarsy - thank you for the retweet. ,positive
@insearchofnkotb u lucky girls have a safe great trip. If I didn't have to be at work tomorrow (in NYC) We so would have been there. ,negative
@fcomunoz hey there! take care! I hope your knee gets better ,negative
@eunicedebritto the're perfect 2gether  i want a love like this,negative
@Just_Ami I got no answer when I called ,negative
I'm going to miss Burning Man so much this year   maybe I'll go to Soulstance.  Has anyone else gone to that?  Is it awesome?,negative
Finnished cleaning ,positive
no-ones tweeting ,negative
not believe that ... ups! is my boyfriend is just a great friend ok!  hahaha!  i love ... ups!,positive
@MyAppleStuff OK I read it. Heresy! ;) Sitting down? Mixed genders?Food? Your British subject status is about 2 B revoked! Stay in Spain. ,positive
Photo: Empty office today  http://tumblr.com/xmm1mes35,negative
@JoelisGagafied I like Taylor Swift but not enough where I would pay to see her hahaha I wanna see the Jo Bro's! ,negative
@LillysLittleJoy You have not even watched it..hehehehe..after every thing you said!!! Ahahahahahahaha ,positive
hmmmmmm wot to do this afternoon! fancy a laydown but thats not going to happen ,negative
Just woke up...need to walk the dog...an go to the store and buy some breakfast. I hope I the vinyls I ordered today! ,positive
@elastique will check it out ... ,positive
@shinsh0ku ah mr weston.  i'm not going to be able to do any work tomorrow night then.,positive
"wow. X-Men sucked, guess I shouldn't have been surprised...   Fanboys will never be happy with the franchise.",negative
Everything is closed except hypermarkets and McDonald's. So i went to McDonald's ,positive
goood morning! ,positive
@FoxBroadcasting  I wanted to see the next episode of Dollhouse... Going to have to watch BBC now instead...,negative
The seminar is in Zhong Wen again ,negative
Voting for Tony Pulis    http://www.teamtalk.com/ (underneath the table on the left),positive
deleting followers who are not following me ... again ,positive
Watching Copland. Should be making most of quiet time to get work fine but no energy today  Sly is great in this.,negative
"I can't believe it's already sunday...  Prom was fun, though!",negative
we should jam next time i'm near!nice harmonies girls!@lishuz thanx yes it me and ellieEDGE on guitar.were gonna do a chiodos cover soon! ,positive
"Having a serious office de-clutter and sort out now the nice new carpet is in, so exciting ",positive
says my poker ranking is  going so so down! http://plurk.com/p/oymuc,negative
pizza and hot funyuns... britney will never love me ,negative
Made a bracelet and took pics. Why no blog? School comes first ,negative
"Weho can't wait @Raniabubu i'll pick @Asma11 at 5:15 PM and we'll be heading to you, be ready ",positive
I'm wishin i had some caffeine! ,negative
it's really frustrating when the domain name you like is already taken ,negative
"NIte-Nite Twitts...I got a mean headache, same shit last nite I dnt knw whats wrong wit my big ass head..lol. Talk 2 ya'll 2morrow  ",negative
"Typical! I have to drink more, before the club opens. I'll be asleep soon, ",negative
"@csbseal she will have a lot of ?'s to answer, that's for sure ",negative
@KellyShibari i thought i saw you there! you were walking out the door when i saw you. ,negative
"@kimmikennedy How U enjoy it, every1 else i know saw it says the same ",positive
"@MariahCarey goodmerntin! I am @ work, make it happen &amp; someday was on earlier yay! I have a sore tooth also! ",negative
@robokiss29 ah dont worry im not going today either. ,negative
@lanneb Good morning! Thank you for a lovely evening ,positive
@selenagomez Hey How Are You? ,positive
"Dancehall, Reggaeton, Soka, Dub, Roots Reggae, Live Concerts ... and much more @ http://www.reggaenews.de join our blog ",positive
Not long left of the hols   x,negative
ok.......im going at the center!  oh yeah!,positive
"@missgems Oh, that's not good my deary  hope you're feeling bettersooon and printers should have built in power supplies! ? xx",negative
@melanieleonard I don't want to be at work  LOL xx,negative
@Liz_Henriques It is a sunny morning here which makes it a beautiful morning for opening door for free AC ,positive
@Homeschool_Mom Hello! And thanks! Isn't SBI wonderful? I wish I had invested in it 10 years ago. Or was it even around then? ,positive
Just realised I haven't Tweeted for four days. Hello ,positive
I don't wanna be at work today ,negative
"is sleepily doing the window-shopping thing with the children at ToysRUs.. although they don't do the toy I want, we're all resisting ",positive
"@korionmorris oh no problem  im good, awake, should be sleeping. haha. how about you?",positive
@janshimano Agreed  How are you?,positive
"I was ok with j givin our KY derby tickets away since we have men flyin in 2 c the boat, but Richard just called and said it was amazing ",negative
"@Kdvb1 just had it done on Monday, but it's already faded &amp; I'm not happy about it  Thanks for the comment though! ",negative
@TheOneChip waves ,positive
"well, I'm off to work!  I haaaate work!",negative
@TheRealIngrosso Happy Birthday. Have a good one  x,positive
"@sidharthdassani Whoops, that was unintentional. You can still get to it at http://dabr.co.uk/oauth and I'll re-add it at lunch ",positive
@MariahCarey i think Suddenly 30 is a cute eternally 12 movie! I'm eternally 9 myself actually ,positive
Blend in the Parking Garage. ,negative
Hi @malwcal  - The phones are not so good either ;-) http://tinyurl.com/czabpt And I thought Telstra was just crappy here ,positive
@shellieartist yay for green fingers. ,positive
@EponymousDrake - yeahhh...it's that caring thing I get messed up by ,positive
"Oh god best day ever, Star Wars IV in the breakroom and sistas tonight. ",positive
today i wish to get out of australia. tomorrow i will have the same wish ,negative
Damn it..for the first time i never answer all the questions in my exam ,negative
@addiiee   thanks!Still are you on holidays?,positive
sitting in the airport waiting for a 2 hour delayed plane freezing my ass off! Friday nights just aint the same no more ,negative
"Just had my teeth checked, now my eyes. I'm dying for a coffee but can't drink for an hour. ",negative
Finished the last of my 18 extras for this week whilst on camp with year 9s. Twitter is likely my only contact with the outside world ,negative
is back using plain old Digsby  ALPHA has flat-lined on me.,negative
I'm getting more and more people asking where they can buy the #Ambients album. Simple answer is &quot;not yet&quot;  It'll be on iTunes eventually,negative
listo... enlazado facebook y twitter ,positive
@miszmary bless you ,positive
@blazersedge ,negative
"@kakaboom : &quot;Oh my God, is that his -package-? It looks like a fucking fish!&quot; (Loltatz FTW) ",positive
Is waiting for the 37 bus. Finished college early! Yay! Today was good. ,positive
Is packin up the guitars for our big show at Chasers tonight. If ya like Social D and yer' in Jersey - yer' more than welcome to attend!  ,positive
I'm off to glitter the HOTBOX sign for Guys and Dolls ,positive
"You feel me too, @finalmidday. ",negative
awww saw @nessanguyen 's chi vi at the usual 1st &amp; 3rd friday spot along with @PaulQT_Ran aka BABY PAUL!!!  now i'm randomly wide awake!  ,negative
"THANK YOU, my REAL friend.  @just_kap @JackieInChgo  I'm sorry you're sick. more sorry than @sandana09 even",negative
"I'm amazed at how rude people are these days! Hmph... No sweat, I think I can handle them. ",positive
CAT scans are waaaaaay too freaking traumatizing! ,negative
I feel like shit but im watchin mulan ,positive
packing up and saying goodbye to ec ,negative
@comeagainjen http://twitpic.com/2y2lx - http://www.youtube.com/watch?v=zoGfqvh2ME8 ,positive
ahh good mrning.  bomb omelette this mrning. my papi is the best&lt;3,positive
"I'm done twitter, good nite ",positive
@KarmicBalance Aw no!  is your tail better? i feel sad now! You are same age as @teddyface_tia she will be 8 in late july/early august!,negative
@RVPaul If i goto your profile i can see your messages tp me but they have not showeed up on here ,negative
91 smithing and rising ,positive
"@MsHerr Poor thing.   I assure you, if I could be sleeping right now, I would.",negative
I find it intriguing that I suddenly have a bunch of followers and I have no idea who they are. ,positive
"Just about to tuck into a smashing bean toasty, I made it myself so i think its edible? Mmmm Yum  Just alot burnt but ohh well im not  ...",positive
"@inka_one basketball is on the bottom of the totem pole when it comes to sports for me... but yeah, good tough win. cavs tho ",negative
Cannot wait till fridayyyy. so far theres about 8 of us going to the premeire! hahah ,positive
@just_another_1 omg wtf!!! ,negative
@glenzgolfmmbr I saw your DM...now you have my gears a churning  I must research...all smiles  Have a gr8 day ,positive
"workin, again ",negative
is missing the Portuguese sun already ,negative
@oliviamariaaa okay haha thank you! I'll ask  wooo,positive
"so, nobody wants to help me decide?  ",negative
I'm at the AIDS walk. Thanks everyone who contributed. ,positive
@hashfunction but beer is better ,positive
' going to bed. shopping tomorrow. nsn / ftsk mondaaay. ,positive
"i just did my homework, argh i hate math. ",negative
@GissiSim goood day  doing great ,positive
I am despairing of ever getting some decent sleep! wtf am i doing still awake at this time of morn! too much thinking over too little  lol,negative
@doggiejoy haha! i think facebook is too polluted with all the apps! ,negative
@ShayTotten thanks for livetweeting! ,positive
"@RetroRewind Sorry, nope. Never bought it.. ",negative
"it's so cold outside, and it's rainy!!  plus my nose won't breathe, *aapchxi*.",negative
Going to bed. Sorry @thatoneguykyle... ,negative
@primaryposition kills you in what way?I can't drink red-gives me heartburn ,negative
I'm high.. Where can I get something good 2 eat right now?? I'm tired of miami subs ,negative
waiting for bree to message me. ,negative
@johnnymetro was just thinking about it at work tonight. still sorry dude. ,negative
"@shadowcelery ohnoes  we had a tank, one healer, and two/three? dps do it",negative
Just got onto the train in Leeds. FREE web  I get to twitter all the way to London with a querty keyboard rather than phone keypad.,positive
@Leahcimmick Not yay! I have to squeeze in a paper review and I'm sure partial rewrite too. Pick a paperless major please. ,positive
@Shaun_R you tweet to much ,negative
@mattyyboyy jersey is mad close we be chillin ,positive
"man, i feel really down today  like, EVERYONE has met JLS and got pics with them, apart from me  it makes me cry dude  xx",negative
"i'm hella happy. packing, dinner, the sam's coming over ",positive
@Willie_Day26 Can't sleep!!!! Its 345 and I have to be at work at 830! Don't know what the problem is ,negative
@RobynMcMaster- You're a doll Robyn! Hard sometimes balancing everything! Once I tweeted thought about priorities!  Game it is!! ,positive
I found my Twitter background on my desktop.. Yeah  But think I will still make a new one later.,positive
"thinks that he'd buy a lot more software if it was all at the &quot;educational&quot; price point. flash, maya, all things id like to use.. but exp ",negative
"@dda No, I kept the really loud one. ",positive
@FantasyDreamer Thank you ,positive
@krist0ph3r i didnt want today to end at all dang it...oh well what can i do abt that now  ,negative
10 hairy tees to satisfy your need for mustache and beard ,negative
"Kickin' off my very last week in Amsterdam, at least for this time. ",negative
@milliemagsaysay byee camille  i still envy your cousin :|,negative
@graciepacie how was mall cop  lel,positive
"@tacce dang, I'll get HOUSE off iTunes. I hear it was a devastating episode ",negative
just got back from visiting with a foster dog.  we have so many pugs looking for homes!!   www.gmpr.org take a look!!,negative
i'm here! 'neata  i'm out of here! zbye ;)),positive
got fucking rear-ended on the drive home tonight. ,negative
"@SirHogarth I hope to have V1.0 of my post up late tonight... til then, here's a cool frame from the video  http://www.twitpic.com/3nfst",positive
@irfanhaneefcl 4 what ?? ,positive
"@jamescorden O.O It's 3? *looks at time* Ah well, it's good that times going quick, means that in no time Horne and Corden will be on! ",positive
Finally recovered after yesterday's drinking session. I seem to have become something of a lightweight. Must be my age ,negative
"@RobertFischer Nevetheless, I am an optimistic by nature. Let's see what the future unfolds for Sun as owned by Oracle. ",positive
Have been crying for about two hours or so the last 16 hours. I'm really gonna miss my horsie.. ,negative
@sofisticat i want to get 1million followers and raise 500k at the same time  as i am kwl lol,positive
SIS - 12. In her own world. Badly afected n traumatized by past. (scary past). Loves cats n indian movies. Very active. Total cutey ,positive
i miss my mum  havent seen her for almost a week and i still have to wait another week  she just called me i miss her,negative
@ the office on a Sunday ,negative
"Fed the horses, now I need to do homework but I don't want to ",negative
okay now i have a really bad headache   it's only just started now D:,negative
mmmmm onion rings ,positive
"http://www.essence.com/news_entertainment/news/articles/white_house_chef_ikimi_dubose  Yep, that's my crazy roommate! ",positive
Bamboozle...here we come. I WISH! ,negative
A jar of jif and a spoon is all I need ,positive
hasnt done any work  oh well!,negative
Said F-it and got a Canon 5d mark2 ,positive
@darren_cox oh yum... that's MUCH better than what I had... i'm sad i wasn't invited ,negative
Crew party is still going on?! Wtf! They always have fun when i'm gone. ,negative
can't believe i am gonna do this alone ,negative
Trying to cut the grass while babysitting...&amp; just realized EVA hates the lawn mower ,negative
I've just got my streetcar essay back from Jerry and its still no good... ah man this is gonna be a bad day ,negative
I've had a headache for 2 days and it won't go away ,negative
Amon Amarth/Goatwhore show the 27th!  I can't wait. ,positive
COMEPLETLY AND UTTERLY  bored ,negative
@tractor Oh don't you worry...I hold him 100% responsible for that!!! hahahaha ,positive
@Mike_Kiely Cool. Glad it hit the mark. It's a brilliant mix set. Really high energy and a lot of fun ,positive
"@mmitchelldaviss it's a pretty color, it brings out your eyes ",positive
@MyCheMicALmuse i like danny in ny hes awesome! ,positive
"Alright, time for me to skidaddle. Wish me luck, and flirtatious glances from rugged, or sweet looking gentlemen. ",positive
@yuulin eeeeeeh ounds tuff *^*!!! :hug: youll do great  &lt;3&lt;3&lt;3,positive
"I hate to leave the big city, but work tomorrow. Back to my reality ",negative
@officialnjonas o god! i can't wait for watch JONAS in italy ,negative
Coachella is coming to a close ,negative
Heading out! ! ! Loving these SUNNY days! ! ! ! ,positive
gonna try littlesnapper for iphone then .. ,positive
"i hate school but if it wasn't for school, i wouldn't have my good friends  thanks you guys for sticking with me though thick &amp; thin. Mwah",positive
@missgiggly shaping up to be one of those weekends ,positive
@VioletLily It gets worse? Poo. ,negative
"I hate web blockers, stupid company. At least I have my iPod to keep me company on this quietest of Saturdays. It'll be worse on Monday ",negative
"If ever there was a day for staying in bed, today is it ",negative
"Great meeting about how to integrate existing social networks into a stand-alone game world,and viceversa.You'll see cool stuff from us ",positive
@MKupperman Doh!  You're right.  I was thinking George Peppard didn't start doing that until the A-Team. Too much time has passed. ,negative
"@ladytrottwood     susan, sorry I don't follow basketball  but what is the standing with the Lakers?",negative
@Work wishin I could be at the brunch w/my fam!! ,negative
Arse! And I mean that from the heart of my bottom ,negative
@peteeee work  then who knows,negative
"up at 7 AM on a Saturday  boo! Photo-shoot, be back probably later tonight! xo",negative
this week starts - on tuesday... ,positive
Good morning my bebe hunny hotness chick magnet! ,positive
@JimAlger don't be pissed... Maybe it will be all better in the morning ,positive
is amused that she gets to 'bully' her aunt at work!    ,positive
had fun with her roomie and her friends! Too bad I have to work early tomorrow! ,negative
@DorkyMarie haha aww  how far from sd do you live?,negative
@Anali4rmAZ You just have to watch it!!! ,negative
Keine Loveparade  http://tinyurl.com/c2kcva via @addthis,negative
Another day at centre point - this time an early start so guessing train will be rammed with commuters ,negative
"@hungmins_girl The sane one, so I think ...Helga? The one that wasn't insane. ",positive
"nï¿½o aguento mais estudar. &quot;help, i need somebody, help...&quot; ",negative
@SaulWilliams third budget of the yr in ireland today. they want to tax text messages. pray for the poets ,negative
"NNOOOO!!! my hair poofed!  but the color looks great! okay, must plug in the straighter",negative
got off @ 12:30 am and now I am on my way back 2 OCS land! ,negative
@bridgettegreen  Clean Me!,negative
Ah! Can't decide what to buy for birthday ,negative
Been invited to a BBQ with some people I barely know... ,positive
@munrodouglas good thanx..just home from wrk. off 2 bed now  dont wrk 2 hard 2day lol,negative
wedding is over...time to finish up the semester and then hopefully just enjoy the summer ,positive
"might have to go to hospital on my foot for an x-ray, have to wait for the doctor to call me back to confirm, I HATE HOSPITALS!!! ",negative
"So I picked up this stray cat on the street, and he and Olly seemed to hit it off. I may have a new family member ",positive
birthday soons ,negative
I decided to just text you lol. Dude that sucks!  i want to see youuu.,negative
@Huuurst &quot;cutting those shifts&quot;. Oh shove it! ,positive
Ran 3 miles in 51 mins and felt injured. My back!    I ran 2 miles with 2 very short walk-breaks.... and I mean short.  By the end of  ...,negative
"@floppyarms last time I got he bus from Shep Bush to mine, about half 12, I didn't get in till 4. So no, I don't do busses ",positive
Surfing the interwebs! ,positive
YES! Nadal won! Better for Andy!  Novak did well though,positive
"@uncleaimee alrighty, that's fab  i'll let you know when it's published then - thanks unc!",positive
"@RebeccaVasmant still no better then hun?  drink loads of fresh juice.. try and get smoothies, that'll help!! speak later, kisses xx",negative
@Charlene_Kelley Thanks CK!  Glad to connect!,positive
@tswlondon sure  DM coming your way...,positive
"working on our Mother's Day Balanced Gift Guide...give mom a gift with meaning this year, one that will improve her health and happiness ",positive
@sarahatwood you're welcome for K-ROD!   #openingday,positive
@brykins Thx....maybe i shuld try to put out a personal add in the newspaper.lol ,positive
"@sybastien thanks, so much tension - not good  I am up first today, is this the calm before the storm returns?",negative
"@tpgraham that's pretty cool, man.  I'm not a fan, but lossless FTW!  I'll check it out ... ",positive
Enjoying time with Diane ,positive
in the car coming home from virgina  yay. wont be home till 4:30 though! soooooooo much traffic =/,positive
"Just got back from Thaipot and I really missed everything about it, sad to say goodbye. ",negative
"is searching for a good theme for my Nokia 6600.  Sa dami ng themes, wla akong mapili. (lmao) http://plurk.com/p/n2vzd",positive
I wish AURA was still around ,negative
"@vehnd  well, it'll come back around next year. btw, my cat has fallen off the bed not once, not twice, but three times.",negative
tweeet... just been made 2 get out of bed to da home work  i'm now watchin t4 to keep an eye out 4 mcfly,negative
"Happy 20th anniversary, Game Boy! Too bad I don't have mine anymore ",negative
"Preparing numbers for ReSharper 4.5 release. Who need numbers, I wonder? ",positive
Why am i awake? ,negative
"@BrookeElyse I have officially finished, my life has no meaning anymore, not one single thing to look forward to ",negative
gotta calm the weekends down monday blues carrying on into tuesday ,negative
Uh i need glasses for the computer. I look like a tranny in them. ,negative
@turvys Yes - I've experienced that one .... ,positive
79 Featured Photos on Buzznet  HOW COME!,positive
TRying to eat some pasta..but not doing very well ,negative
nothing too exciting at day 2 of bamboozle today ,negative
"Good morning! Thanks for all the new follows, everyone ",positive
@sheephogan Are you kidding?? I got into my stash hours ago! ,positive
"@Pandaran @BryanPerson And yet, Twitter still works b/c I control who I opt-in to following. And I like finding the gems. ",positive
@ivoteforart very happy with the pic. Everyone that visits comments on it also. Better buy some more then ,positive
I HATE the way my blog looks ,negative
"To the window, to the wall. Till the sweat drops down my ball....! Portland got wrecked by Houston  ? http://blip.fm/~4kgmc",negative
"@circa1985circus Yes that isvery true. Sometimes I might get carried away, but it's an urgent matter. soft news Its Monday ",negative
"@DemiLSupporter no prob, bob! i'm looking forward to seeing them! i'll talk to you again soon! bye for now! ",positive
is dancing  hows the twitter wold to day?,positive
im bored and i think the ret of the world is asleep  why did i wake up so early??,negative
something said check your email...i did &amp; found out that britney spears is following me on twitter how cool is that lol ,positive
@hollywills wished cud of been at signin ,negative
@RetroRewind what do u have him on speed dial? ,positive
@jackhii n i got yr pic posing in the server room .. ,positive
"glad there is no school today, shame back tomorrow thoughh ",negative
i'm heading out to check out a Apt for my daughter ,positive
@skinnylatte its a great article but quite sad. We are the saddest pinnacle of evolution ,negative
@NickSnider have fun today  thanks for the laugh last night as well... :-P,positive
Heading to work..Today is just a repeat of yesterday ,negative
@EgoPimp ty nice phots. Arthur seat and the craigs is my fav ,positive
It was so beautiful out today that my husband and I took a ride out into the country side. ,positive
"@JonathanRKnight JON!  Hiya! Thank you for wakin' me up now, I'm probably gonna stay up the rest of the &quot;mornin'&quot; LOL! How are you?!",positive
@Lis311 Sounds like a splendid idea! ,positive
@hiyakate i cba with it either...playing in the park sounds better... wanna be a kid agen ,positive
@DeejayDeanna but i work thursday night when it starts so i will miss it that night ,negative
"@glenzgolfmmbr now that is deep, and yes I have had a hole in one..very insightful. Thanks  I appreciate the sincerity of that statement.",positive
good morning in HD!! check out fox 17 morning news ,positive
@JBFutureboy when your album is gonna be released? sorry for the bad english  ,negative
"@Pamelanderson Hi there how are you this morning, save me some sunshine I'm coming back to LA ",positive
"r.i.p pony, you ment alot to me. now ill have to get taxi's.  no more pony express for taylor. goodbye. xoxo",negative
@alyssapoppin  that's my girlfriend alright. Running into walls.,positive
"has a lovley boyfriend, just had a knoll centenary, been catching up with cousins, holidays are almost over ",negative
"@maureenjohnson April 1, I registered my blog for BEDA.  However, it has not registered on your list  How can I fix it?",negative
@w0nk0 i've yet to meet a person who didn't fall in love with this city instantly. NYC is awesome ,positive
Still enjoying the Dr Who marathon. ,positive
i just heard a horrible joke... &quot;kermit the frog just died of swine flu  his last words: that fucking pig told me she was clean!&quot;,negative
dancing with myself.... I'm not Emo!!! Want to write a song.... ,negative
Thanks for the welcome guys ,positive
"Sorry, but they're will be no porn stars report this evening cuz one of my girls pissed me off so bad today I can't gather myself for it ",negative
Heading to get some shut-eye...I need it ,negative
going to look at condo number 24(ish)? i don't know.. lost count ,negative
@itsMeeeech -- sounds fun! ,positive
Last week I was late to the dr...this week they are running late &amp; I forgot my book! ,negative
There are blossoming pink trees everywhere!!! ,positive
"After some Murder City Devils and Yeah Yeah Yeahs, we headed back home. And that is the story of Coachella. Goodnight! ",positive
@marcorbito How about the movies too after the zoo? I hope you are having a nice day with your family ,positive
last journalism event foe is = saturday morning science and it's about bugs. yay my favorite ,negative
@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL,negative
@kittenmuffin and then we'll never see each other again ,negative
First Sangria pitcher of the season steeping in the fridge! I will have to share it tho ,negative
"@darkshmoo I prolly won't pickup L4D, time just isn't there for it ",negative
@mikeyway http://twitpic.com/2xzoe - Cool  Well done Frankie.,positive
@SamCousins Thanks for taking and posting the pics - they are nice - you made us look good. ,positive
@malik_photog  I'm not complaining.. know what I mean?,positive
is going to Sonic in Ohio today ,positive
@Jamesashton20 as ive already said ... i aim to please ,positive
Today is also the last day of nice weather    i really missed the sun and i don't want it to leave!!,negative
I just won the scavanger hunt! But i cant get the prize because im too old ,negative
"Almost 1 am, still not asleep yet although I have to wake up at 6 tmr ",negative
"@styleaustralia awww, thanks. ",positive
"@abracadabrazoo Turbo Jam is a great workout! If you need help with support/motivation (for free!), let me know. I'm a Beachbody coach! ",positive
esdrtfgyhbnujmkjnbgvfcdfc. Excited to see Tim. ,positive
Earthday?........are these people serious.......really..go hug a tree or something. ,positive
"Your bike messenger look is so hot right meow: Except that you're on the train without a bike cause it's raining today. Aww, so sad ",negative
@Widgetty  ohhh thx ,positive
"G'morning, need some coffie! ",positive
@itzk4t3y OMGGG WE SAW APITCURE OF YOU AND SIMONE!! HAHHAHAHH ,positive
LOVE IT!!!! COYB. nearly vommed during penalties but Howard u r a legend ,positive
Jus got home da nyt was interestin o well who cares i miss my boo  now i need sleep! Nyt well mornin! Lol,negative
Hooked to fanfiction again  Gah wrong time wrong time..,negative
@krjm KRJ GODDAMN M. We miss our favorite thithter ,negative
"@mailandrew haha,. what the hell?? I slept 9 hours and still feel like I can curl up for a nap. What vitamins are you on? ",positive
do you like my new pic? i took it yesterday ,positive
@jasonroe BTW...Not sure if I can make it bud. Its my birthday night out and might be going to Kinsale for a meal with the girls ,negative
@gillyhTTfan Looking forward to seeing them  Are you planning on going back next year ?,positive
@mrskutcher watching Mortal Thoughts (1991) on Lifetime ,positive
"@MartyBTV aww thanx !! Morning!! I couldn't even sleep in today  I have rehersal for a show I'm modeling in, and fittin wit a designer",negative
cant sleep  what is goinngg onn with me im suposed to be extremly tired but im not :?,negative
actually loving this  can't wait to be in Valdosta on tuesday. i miss everyone terribly,positive
@una_avion2010 Let's go backpacking with him.. ,positive
"@flossa I agree, and it is a great way 2 stay updated w/ ur friends interests and activities! It's also easy 2 update and read via mobile ",positive
"@ob_shopping well you're followed now, so I'll peg 2c at you whenever I have a chance ",positive
"PAPER PLEASE WRITE YOSELF. I have the best of intentions starting out, but somehow they devolve into simply getting it over with ",negative
"el pidgin no em deixava afegir segons quins amics. apt-get source, fix i avall  free software rules!",positive
@RachelFerrucci I will. Our Denver event had to be postponed to next week due to storm ,negative
"@JCred I believe it..  the Prius is the 2nd car, rarely leaves the garage.. mostly it's the Ferrari.. ",positive
"@mush_mush_mush Funny &amp; gross all at the same time  And I'm keeping my puppy, she gives me poo for free!",positive
"@delilah88 Good Morning to you(It's afternoon in here,though  ) ^^",positive
"A young fox jumped in front of my car, smashed a light, broke the front grill and died, leaving me with a hefty bill and a heavy heart. ",negative
Feeling like I'm gonna throw up at work.  But get to go home soon!,negative
@MonicaFirexxx yes it did.  and they are a client.  my lawyers will have fun with that ,negative
At work till 5 ,negative
Packing to leave. Not ready to go ,negative
@PDXsays  I like #trying to get to the SM day next week. You mean the Voluntweetup? Yes! Come: http://twtvite.com/pojoq5  www.caresday.net,positive
i wanna watch 17 again  now.,negative
@yonteia I know    and i haven't read in awhile....,negative
How is everyone's Sunday coming along? I'm excited lots of shows scheduled for this week for me ,positive
