text,label,source
delivery took about a week rv iziyxt uqcech abvxrq euygqj,neutral,review
grateful for good news tw jtgwkg vuiqpi bcunib akyeui,positive,tweet
train delayed as usual tw tdlddi ykkdfs gszchb ijyryr,neutral,tweet
arrived damaged and late rv ztmvlh tvdmbu ppabja shzawj,negative,review
love this update happy tw ascaig bbzmqj uwqynn wmcurr,positive,tweet
this is amazing work tw hwjgad aouzdx gztnnb klrzug,positive,tweet
this is unacceptable tw dlpfbd quksne uxmhbd hmpjwt,negative,tweet
customer service resolved everything quickly rv nqzoii vuvpbd pgufuv awqnzk,positive,review
delivery took about a week rv oltvav bydoxb moszui sbprnw,neutral,review
customer service resolved everything quickly rv ampwzd refxfn npsuiy ctayqo,positive,review
reading the news tw ycgfky hfmusj tnqujg nilxhq,neutral,tweet
lunch was fine tw vcksyl wvtvcs ixkolx zplpjy,neutral,tweet
five stars would buy again rv zcjbxh rjkuhu csqybz pinzyy,positive,review
poor quality and misleading description rv hwyniq ycwroz lyivah mwiqre,negative,review
five stars would buy again rv kvgkxh pzzzqb dqsdln vpgjim,positive,review
customer service resolved everything quickly rv sxfesj dckyng beskky vwsmhn,positive,review
not happy with this outcome angry tw dwbozo yddztt zdrbqd fudglf,negative,tweet
train delayed as usual tw vczvkq dazezy dhcflc eszhyc,neutral,tweet
terrible experience today tw kjqwdi wspugp jwmbzk ewgxzh,negative,tweet
average product for the category rv msfegg wwqkja hgnsst kerkvy,neutral,review
reading the news tw blfmgl cbbzim fpovmz wkoekx,neutral,tweet
train delayed as usual tw snqpwe ekqsgp xbzurk vqamuf,neutral,tweet
customer service resolved everything quickly rv mukttl hbawvn ffdfej fyzonp,positive,review
so proud of everyone today winning tw rluwak ayvmxx jdgqhn pbewic,positive,tweet
excellent quality and fast shipping rv bmhuzx pzhcud rbimvz pidhap,positive,review
it works as described rv hbtycw iubdvk eohdwd yoffmj,neutral,review
average product for the category rv otvfnj akgweu ogutnq qltgix,neutral,review
